# OpenSignals Text File Format. Version 1
# {"0C:43:14:24:7F:C7": {"position": 0, "device": "bitalino_rev", "device name": "0C:43:14:24:7F:C7", "device connection": "BTH0C:43:14:24:7F:C7", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-9-11", "time": "12:17:23.301", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
7	0	0	0	0	515	
8	0	0	0	0	519	
9	0	0	0	0	522	
10	0	0	0	0	526	
11	0	0	0	0	524	
12	0	0	0	0	524	
13	0	0	0	0	519	
14	0	0	0	0	515	
15	0	0	0	0	508	
0	0	0	0	0	498	
1	0	0	0	0	496	
2	0	0	0	0	492	
3	0	0	0	0	485	
4	0	0	0	0	483	
5	0	0	0	0	484	
6	0	0	0	0	485	
7	0	0	0	0	490	
8	0	0	0	0	501	
9	0	0	0	0	502	
10	0	0	0	0	501	
11	0	0	0	0	502	
12	0	0	0	0	500	
13	0	0	0	0	499	
14	0	0	0	0	503	
15	0	0	0	0	507	
0	0	0	0	0	505	
1	0	0	0	0	502	
2	0	0	0	0	503	
3	0	0	0	0	502	
4	0	0	0	0	502	
5	0	0	0	0	501	
6	0	0	0	0	503	
7	0	0	0	0	504	
8	0	0	0	0	505	
9	0	0	0	0	513	
10	0	0	0	0	518	
11	0	0	0	0	512	
12	0	0	0	0	511	
13	0	0	0	0	513	
14	0	0	0	0	514	
15	0	0	0	0	511	
0	0	0	0	0	512	
1	0	0	0	0	511	
2	0	0	0	0	514	
3	0	0	0	0	515	
4	0	0	0	0	519	
5	0	0	0	0	517	
6	0	0	0	0	518	
7	0	0	0	0	514	
8	0	0	0	0	512	
9	0	0	0	0	511	
10	0	0	0	0	511	
11	0	0	0	0	515	
12	0	0	0	0	518	
13	0	0	0	0	516	
14	0	0	0	0	516	
15	0	0	0	0	517	
0	0	0	0	0	520	
1	0	0	0	0	520	
2	0	0	0	0	521	
3	0	0	0	0	521	
4	0	0	0	0	527	
5	0	0	0	0	526	
6	0	0	0	0	525	
7	0	0	0	0	524	
8	0	0	0	0	523	
9	0	0	0	0	525	
10	0	0	0	0	526	
11	0	0	0	0	525	
12	0	0	0	0	527	
13	0	0	0	0	529	
14	0	0	0	0	531	
15	0	0	0	0	531	
0	0	0	0	0	528	
1	0	0	0	0	525	
2	0	0	0	0	525	
3	0	0	0	0	526	
4	0	0	0	0	528	
5	0	0	0	0	530	
6	0	0	0	0	531	
7	0	0	0	0	532	
8	0	0	0	0	534	
9	0	0	0	0	532	
10	0	0	0	0	530	
11	0	0	0	0	529	
12	0	0	0	0	527	
13	0	0	0	0	527	
14	0	0	0	0	527	
15	0	0	0	0	528	
0	0	0	0	0	528	
1	0	0	0	0	528	
2	0	0	0	0	527	
3	0	0	0	0	526	
4	0	0	0	0	524	
5	0	0	0	0	523	
6	0	0	0	0	523	
7	0	0	0	0	523	
8	0	0	0	0	522	
9	0	0	0	0	521	
10	0	0	0	0	521	
11	0	0	0	0	521	
12	0	0	0	0	520	
13	0	0	0	0	519	
14	0	0	0	0	518	
15	0	0	0	0	517	
0	0	0	0	0	516	
1	0	0	0	0	515	
2	0	0	0	0	515	
3	0	0	0	0	515	
4	0	0	0	0	514	
5	0	0	0	0	514	
6	0	0	0	0	513	
7	0	0	0	0	513	
8	0	0	0	0	512	
9	0	0	0	0	512	
10	0	0	0	0	512	
11	0	0	0	0	511	
12	0	0	0	0	512	
13	0	0	0	0	512	
14	0	0	0	0	512	
15	0	0	0	0	513	
0	0	0	0	0	513	
1	0	0	0	0	512	
2	0	0	0	0	511	
3	0	0	0	0	510	
4	0	0	0	0	510	
5	0	0	0	0	511	
6	0	0	0	0	511	
7	0	0	0	0	512	
8	0	0	0	0	513	
9	0	0	0	0	514	
10	0	0	0	0	513	
11	0	0	0	0	514	
12	0	0	0	0	513	
13	0	0	0	0	512	
14	0	0	0	0	510	
15	0	0	0	0	510	
0	0	0	0	0	511	
1	0	0	0	0	511	
2	0	0	0	0	511	
3	0	0	0	0	511	
4	0	0	0	0	509	
5	0	0	0	0	508	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	505	
9	0	0	0	0	505	
10	0	0	0	0	507	
11	0	0	0	0	507	
12	0	0	0	0	507	
13	0	0	0	0	507	
14	0	0	0	0	508	
15	0	0	0	0	510	
0	0	0	0	0	512	
1	0	0	0	0	516	
2	0	0	0	0	517	
3	0	0	0	0	517	
4	0	0	0	0	517	
5	0	0	0	0	518	
6	0	0	0	0	517	
7	0	0	0	0	516	
8	0	0	0	0	514	
9	0	0	0	0	512	
10	0	0	0	0	510	
11	0	0	0	0	509	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	512	
15	0	0	0	0	513	
0	0	0	0	0	513	
1	0	0	0	0	513	
2	0	0	0	0	513	
3	0	0	0	0	515	
4	0	0	0	0	515	
5	0	0	0	0	514	
6	0	0	0	0	513	
7	0	0	0	0	513	
8	0	0	0	0	515	
9	0	0	0	0	515	
10	0	0	0	0	514	
11	0	0	0	0	515	
12	0	0	0	0	515	
13	0	0	0	0	516	
14	0	0	0	0	518	
15	0	0	0	0	519	
0	0	0	0	0	519	
1	0	0	0	0	519	
2	0	0	0	0	519	
3	0	0	0	0	519	
4	0	0	0	0	519	
5	0	0	0	0	520	
6	0	0	0	0	522	
7	0	0	0	0	523	
8	0	0	0	0	523	
9	0	0	0	0	523	
10	0	0	0	0	524	
11	0	0	0	0	524	
12	0	0	0	0	524	
13	0	0	0	0	522	
14	0	0	0	0	520	
15	0	0	0	0	521	
0	0	0	0	0	521	
1	0	0	0	0	520	
2	0	0	0	0	520	
3	0	0	0	0	520	
4	0	0	0	0	519	
5	0	0	0	0	518	
6	0	0	0	0	517	
7	0	0	0	0	517	
8	0	0	0	0	518	
9	0	0	0	0	519	
10	0	0	0	0	520	
11	0	0	0	0	520	
12	0	0	0	0	519	
13	0	0	0	0	518	
14	0	0	0	0	519	
15	0	0	0	0	519	
0	0	0	0	0	520	
1	0	0	0	0	519	
2	0	0	0	0	519	
3	0	0	0	0	520	
4	0	0	0	0	521	
5	0	0	0	0	521	
6	0	0	0	0	520	
7	0	0	0	0	521	
8	0	0	0	0	522	
9	0	0	0	0	524	
10	0	0	0	0	524	
